rank,company,city,location,phone,category,lead_score,priority,ml_cluster,source,profile_url
46,Fast MEP Technical Services More Info,Dubai,"Fast MEP Technical Services More Info Location : Office 1, Tanvi Business Centre, Deira City : Dubai P.O Box : 237517 Phone : 055 1... 055 1184202 Mobile : 050 4 ... 050 4703202 Products & Services : Electromechanical Contractors , HVAC Contractors , MEP Contractors , Read More...",551184202.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=2,/fast-mep-technical-services-182046?p=U2FsdGVkX1%252BsXY80rvmlITR6FAFSfNEBplnUIhbcflsLq7VPiOEmJsG9KUk10Rbt
47,Ghumman Electromechanical Equipment Installation LLC More Info,,"Ghumman Electromechanical Equipment Installation LLC More Info Location : DIP 1 City : Jebel Ali P.O Box : 294594 Phone : 04 88... 04 8847447 Products & Services : Electromechanical Contractors , Contractors Electromechanical , Air Conditioning Engineers Installation And Maintenance , Read More...",48847447.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/ghumman-electromechanical-equipment-installation-llc-146333?p=U2FsdGVkX1%252F1SCCR5bUGzxv7reLQSkaVN4yik%252B3LO7Vudj1mPDSNn4udMavHq6Bx
48,Infinite Keys Electromechanical Contracting More Info,Abu Dhabi,"Infinite Keys Electromechanical Contracting More Info Location : Office No.F12, Plot 10, Musaffah-03 City : Abu Dhabi P.O Box : 112576 Phone : 056 5... 056 5645213 Mobile : 056 5 ... 056 5645213 , 052 2 052 2113602 Products & Services : Electromechanical Contractors , Electromechanical AMC , Electromechanical Maintenance",565645213.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/infinite-keys-electromechanical-contracting-201464?p=U2FsdGVkX196voqvZ4D4h3LuJMH3cN5zZbQeUTq32B2wWFdOxmK%252BsAgvO%252FKk17%252FN
49,IG Electromech Technical Services LLC More Info,Dubai,"IG Electromech Technical Services LLC More Info City : Dubai Mobile : 055 2 ... 055 2341649 , 052 5 052 5183123 Products & Services : Electromechanical Contractors , Electrical Maintenance , Electrical Installation , Read More...",552341649.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/ig-electromech-technical-services-llc-198464?p=U2FsdGVkX182a2MLCVZHSJMVYuyeyKPthqlaar7PYwpX3dTEpcc5JANb%252BrvyyClF
50,International Electro-Mech Services Company LLC More Info,Dubai,"International Electro-Mech Services Company LLC More Info Location : Office# 407, R338 Oud Metha Offices, Next to CITI Bank, Opposite Raffles Hotel, Dubai Healthcare Cit City : Dubai P.O Box : 3223 Phone : 04 33... 04 3344003 Products & Services : Electromechanical Contractors , Contractors Electromechanical",43344003.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/international-electro-mech-services-company-llc-126936?p=U2FsdGVkX1%252B4NuaR631%252F6%252FGm7iynTR%252BmQbHeyDvgU63Gsj6EzzmPlgzvS8BZhuKb
51,JST Electromechanical LLC More Info,Dubai,"JST Electromechanical LLC More Info City : Dubai P.O Box : 172883 Phone : 04 32... 04 3204772 Mobile : 050 6 ... 050 6407971 Products & Services : Electromechanical Contractors , Air Conditioning Equipment and Systems",43204772.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/jst-electromechanical-llc-141340?p=U2FsdGVkX1%252FYZZXLLCyij1EZhfUW2ODq0UqgOQYiuzsBEze4iXTH5AI9djcFIJo2
52,Multiline Design and Contracting LLC More Info,Dubai,"Multiline Design and Contracting LLC More Info Location : Opp Al Reyami W/House, Al Quoz Indl Area 4 City : Dubai P.O Box : 26581 Mobile : 056 4 ... 056 4648091 , 050 6 050 6599768 Products & Services : Electromechanical Contractors , Electromechanical Engineers And Consultants , Contractors Turnkey Projects , Read More...",564648091.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/multiline-design-and-contracting-llc-130906?p=U2FsdGVkX19Z07d2WXeGoa9S2npYGUEmi5ANloUxjrACx1SVrIMEn8aduRjhoNUs
53,Keletron Electromechanical Works LLC More Info,Dubai,"Keletron Electromechanical Works LLC More Info Location : Warehouse 4, 26th Street, Al Quoz Industrial Area 4 City : Dubai P.O Box : 63245 Phone : 04 33... 04 3332185 Mobile : 052 2 ... 052 2473124 Products & Services : Electromechanical Contractors , Electrical Contractors , MEP Contractors , Read More...",43332185.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/keletron-electromechanical-works-llc-185533?p=U2FsdGVkX19j475GmCK1EozO8kuZHVQNJWKklUER63Wi3SZf3dJnBGWc9vu3iq2o
54,Najmat Al Ras Electro Mechanical Works LLC More Info,Dubai,"Najmat Al Ras Electro Mechanical Works LLC More Info Location : 205, PTC Bldg, Damascus St, Al Qusais City : Dubai P.O Box : 113650 Phone : 04 25... 04 2511708 Mobile : 055 5 ... 055 5564892 Products & Services : Electromechanical Contractors , Contractors Electromechanical , Plumbing and Electrical Contractors , Read More...",42511708.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/najmat-al-ras-electro-mechanical-works-llc-163163?p=U2FsdGVkX1%252FS8z1Zu%252F%252Fedws7vY2uGTooOF5dOenYHCa0Gw%252FhPxQkwSxpKm66sW7r
55,Multilines Electro Mechanical LLC More Info,Dubai,"Multilines Electro Mechanical LLC More Info Location : Suite 602, Al Attar Towers, Sheikh Zayed Road City : Dubai P.O Box : 111362 Phone : 04 34... 04 3434498 Mobile : 055 2 ... 055 2171395 Products & Services : Electromechanical Contractors",43434498.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/multilines-electro-mechanical-llc-189821?p=U2FsdGVkX1%252FiSvAejIkrUxOjAiluaxeLiXZPYsMQY7%252FdagaaQADjfJ8zHdsBUHi4
56,Al Injazat Technical Services More Info,Abu Dhabi,"Al Injazat Technical Services More Info Location : 2nd Floor, Natl Bank of Abu Dhabi Bldg, Corniche Rd City : Abu Dhabi P.O Box : 42895 Phone : 02 62... 02 6226030 Products & Services : Electromechanical Engineers and Consultants",26226030.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-injazat-technical-services-121697?p=U2FsdGVkX1%252Bn06xQ1TfuU9Hx%252FP8A3XlDDLXVkIP3sK%252B8e3qPYJA%252FGJjBLHbT371i
57,Al Tarheeb Electromechanical More Info,Ras Al Khaimah,Al Tarheeb Electromechanical More Info Location : Opp Egypt Air City : Ras Al Khaimah P.O Box : 4499 Phone : 07 23... 07 2334567 Products & Services : Electromechanical Engineers and Consultants,72334567.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-tarheeb-electromechanical-139159?p=U2FsdGVkX1%252BGXqu9BaMhvT2SkEWH20AaHjk8ffCNeyH5bH6aIkN25dy5PBhSc%252BzB
58,Al Tamimi General Maint and Electrical Works LLC More Info,Dubai,"Al Tamimi General Maint and Electrical Works LLC More Info Location : 313, Mozna Bldg, Al Ghusais Indl Area City : Dubai P.O Box : 3577 Phone : 04 26... 04 2617520 Products & Services : Electromechanical Engineers and Consultants",42617520.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-tamimi-general-maint-and-electrical-works-llc-117439?p=U2FsdGVkX1%252Fle9ZGfhSP7aNSa%252BASBfpjjtz7JkdBgsLA1yWSLBRcpLXTEtE%252FIJ6K
59,Al Sana Electromechanical Works LLC More Info,Dubai,"Al Sana Electromechanical Works LLC More Info Location : Warehouse # 1, Near Galadari Motor Driving School, Al Qusais Industrial Area 4 City : Dubai P.O Box : 83237 Phone : 04 25... 04 2545811 Products & Services : Electromechanical Engineers and Consultants",42545811.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-sana-electromechanical-works-llc-162219?p=U2FsdGVkX19ObArTcKlLVDBe6t57N2WeVYKJd4HEDbXBn8hJ2jDKiWEtJu9x%252B9Gn
60,Al Norraine Tech Services LLC More Info,Dubai,Al Norraine Tech Services LLC More Info Location : Al Quoz Indl Area 4 City : Dubai P.O Box : 66352 Phone : 04 34... 04 3476156 Products & Services : Electromechanical Engineers and Consultants,43476156.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-norraine-tech-services-llc-135451?p=U2FsdGVkX1%252BfWulI3bJfO93zjmMqnWx2Pb56Ed4gkIiGunPRRXXv77OtWktOoqj1
61,Al Manhad Electro Mechanical More Info,Dubai,Al Manhad Electro Mechanical More Info Location : Ras Al Khor Industrial Area 2 City : Dubai P.O Box : 84612 Phone : 04 32... 04 3201104 Mobile : 050 4 ... 050 4969730 Products & Services : Electromechanical Engineers and Consultants,43201104.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-manhad-electro-mechanical-146660?p=U2FsdGVkX1%252BnkD%252Br7zj3cKfxj%252BNyindnaI8VNf%252BszemzNbyfPPMiiZ6QTNbd38zl
62,Al Mahasin Electric Contracting Company LLC More Info,Sharjah,"Al Mahasin Electric Contracting Company LLC More Info Location : 101, Yasmeen Bldg 4, Opp Sharjah Cricket Stadium, Indl Area City : Sharjah P.O Box : 40280 Phone : 06 53... 06 5359662 Mobile : 050 6 ... 050 6336295 Products & Services : Electromechanical Engineers and Consultants , Contractors Electromechanical , Electrical Contractors and Electricians , Read More...",65359662.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-mahasin-electric-contracting-company-llc-122467?p=U2FsdGVkX1%252Fa8wTQ1h4mC4bq7Z36L1pqI1eJ4JTmPxTu%252Bu5ZCxQkejqxLuP%252F3DhT
63,Abdul Rahim Architectural Consultants More Info,Dubai,"Abdul Rahim Architectural Consultants More Info Location : 607, Latifa Towers, Near World Trade Centre, Sheikh Zayed Rd City : Dubai P.O Box : 13424 Phone : 04 22... 04 2235455 Products & Services : Electromechanical Engineers and Consultants , Architectural Consultants , Electrical Engineers , Read More...",42235455.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/abdul-rahim-architectural-consultants-112736?p=U2FsdGVkX1%252Bsg7agKJIvQFyVLPJn%252FgOa2hIK6hdgvdRY%252B0%252BJkyCkLfMYFCvvMUY7
64,Trinity Mech Services LLC More Info,Dubai,"Trinity Mech Services LLC More Info Location : Near Grand City Mall, Al Quoz City : Dubai P.O Box : 8807 Phone : 04 34... 04 3466644 Products & Services : Electromechanical Contractors , Machine Shops",43466644.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/trinity-mech-services-llc-129231?p=U2FsdGVkX1%252B3uHHDkFuqmKaIhPkUcfvzCGGeUNXmeO82BqBZhGpgMI9P6LuJo7U9
65,A Al Hamadi Electromechanical Works LLC More Info,Dubai,"A Al Hamadi Electromechanical Works LLC More Info Location : #4 Warehouse ,Al Quoz Ind. Area City : Dubai P.O Box : 23199 Phone : 04 33... 04 3394742 Products & Services : Electromechanical Engineers and Consultants",43394742.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/a-al-hamadi-electromechanical-works-llc-158887?p=U2FsdGVkX1%252FUmYTdDqD7zeLuTQ3Kc0Fqi5lLS5diX1JHHuC0c8833c4dO4O6id9s
66,Uptown Technical Services LLC More Info,Abu Dhabi,"Uptown Technical Services LLC More Info Location : Office 404, Happy Textile Building, Al Dhafra Dental Clinic, Hamdan Street City : Abu Dhabi P.O Box : 112808 Phone : 02 63... 02 6394336 Mobile : 056 6 ... 056 6777552 Products & Services : Electromechanical Contractors , Contractors Turnkey Projects , MEP Contractors , Read More...",26394336.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/uptown-technical-services-llc-178682?p=U2FsdGVkX1%252Be04%252BtS77IwW4TFxf%252FGERV6Xftpao8oNjECwLZhaq9a7451qvdEa48
67,Unique Style General Transport & Contracting More Info,Abu Dhabi,"Unique Style General Transport & Contracting More Info Location : 6, First Floor, Times Coffee Shop Bldg, Near Jumbo Plastic, Mussafah-43, Sanaya City : Abu Dhabi P.O Box : 30586 Phone : 02 55... 02 5593514 Mobile : 055 3 ... 055 3882921 Products & Services : Electromechanical Contractors , Painters and Painting Contractors , Electrical Contractors , Read More...",25593514.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/unique-style-general-transport-contracting-153765?p=U2FsdGVkX189%252B4mTJN8WvZGgnpI5euyfuueiUfEmJ%252Bd5fuZ5MeJ%252FiZyNkmqaXlve
68,Arkan Engineering Services LLC More Info,Dubai,"Arkan Engineering Services LLC More Info Location : 1110, Metropolis Tower, Business Bay City : Dubai P.O Box : 97200 Phone : 04 44... 04 4416453 Mobile : 054 4 ... 054 4440889 Products & Services : Electromechanical Engineers and Consultants , Fitout Contractors , Air Conditioning Contractors , Read More...",44416453.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/arkan-engineering-services-llc-170883?p=U2FsdGVkX18nQGymiSnM6RI7jpGQGGUY4nPZGtjQWkL73UnhsXv4eSie%252FIrxqGGF
69,Trans Works Electromechanical Contracting LLC More Info,Ajman,Trans Works Electromechanical Contracting LLC More Info City : Ajman P.O Box : 12745 Phone : 06 74... 06 7415707 Mobile : 052 9 ... 052 9736999 Products & Services : Electromechanical Contractors,67415707.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/trans-works-electromechanical-contracting-llc-191527?p=U2FsdGVkX1%252Bef4IIJ%252B%252Bun41aACgwJ0TgdjY4uNoGdrCy7ljTiuoqB1%252B3MctPP2p%252B
70,Alkaline Electromechanical LLC More Info,Abu Dhabi,"Alkaline Electromechanical LLC More Info Location : C 155, Al Saman Bldg, Hamdan St City : Abu Dhabi P.O Box : 109872 Phone : 02 62... 02 6229280 Products & Services : Electromechanical Engineers And Consultants , Electromechanical Engineers , Electrical-Plumbing And Sanitary Ware Repairs And Services",26229280.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/alkaline-electromechanical-llc-142963?p=U2FsdGVkX1%252B82QbKgQxUHJXkzwanjHcyHGQFLEmeThHviDfG1hD1tlrALdvCfLzB
71,Al Yarmook General Trading Elect Establishment More Info,,"Al Yarmook General Trading Elect Establishment More Info Location : Opposite Rainbow Studio, Sh Khalid Road City : Khorfakkan P.O Box : 10259 Phone : 09 23... 09 2383855 Products & Services : Electromechanical Engineers and Consultants",92383855.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-yarmook-general-trading-elect-establishment-13642?p=U2FsdGVkX1%252FzCHUG7vw2PtkZ1qZgtk8TKKJqjyGzL6nf1rSEk7L3OXJo5LQwu0Ab
72,Al Husam Electrical Control System More Info,Sharjah,"Al Husam Electrical Control System More Info Location : Behind Baby Shop, Indl Area 4 City : Sharjah P.O Box : 28387 Phone : 06 53... 06 5330023 Products & Services : Electromechanical Engineers and Consultants , Electrical Traders , Electrical Switchgear , Read More...",65330023.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-husam-electrical-control-system-140963?p=U2FsdGVkX18sYpphBAMhZ1cJQBFuOKthK0O6rygaTrboP8qSGUyfSaGvOllEpxrW
73,Al Jadeed Engineering and Contracting Company LLC More Info,Abu Dhabi,"Al Jadeed Engineering and Contracting Company LLC More Info Location : UNB Bldg, Airport Rd City : Abu Dhabi P.O Box : 32288 Phone : 02 64... 02 6420011 Products & Services : Electromechanical Engineers and Consultants , Contractors Electromechanical , Electrical Contractors and Electricians , Read More...",26420011.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-jadeed-engineering-and-contracting-company-llc-138788?p=U2FsdGVkX19hn6oM4JZexEJ4CDH%252BRhE%252FjRJ3leqqJ5rmSC47vkCcnbglTX76y9ZR
74,Advanced Electro-Technical Services More Info,Abu Dhabi,Advanced Electro-Technical Services More Info Location : Sh Zayed 1st St City : Abu Dhabi P.O Box : 52270 Phone : 02 63... 02 6326807 Products & Services : Electromechanical Engineers and Consultants,26326807.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/advanced-electro-technical-services-118827?p=U2FsdGVkX1%252Fb0W48Ks5RWUmZ8T7z9rW6OazCw%252B1vk4ur3aE6ehFYWXbYvaweG9vr
75,Adym Mechanical and A/C Works More Info,Dubai,"Adym Mechanical and A/C Works More Info Location : 9, Al Nadeem Complex, Indl Area 1, Al Qusais City : Dubai P.O Box : 51902 Phone : 04 26... 04 2672006 Products & Services : Electromechanical Engineers and Consultants",42672006.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/adym-mechanical-and-a-c-works-119568?p=U2FsdGVkX1%252FC2IM6cktNFJLUsI0kh4L5uNZ3GuBh7%252FRVjlLzVMCyQy%252BqJiv%252BZS66
76,Al Arabia Electro Mechanical LLC More Info,Dubai,"Al Arabia Electro Mechanical LLC More Info Location : 58 Marakech St, Umm Ramool City : Dubai P.O Box : 60204 Phone : 04 28... 04 2851145 Products & Services : Electromechanical Engineers and Consultants Brands : MOLLER Electro Mechanical Equipment | GENERALELECTRIC Water Treatment Systems | RETUBEPEXPIPE ABS Pipes and Fittings | Read More...",42851145.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/al-arabia-electro-mechanical-llc-169678?p=U2FsdGVkX18rxBxtDWCv%252Bqvorc6Tn5WJ%252BmFMT9lsKLHYjCfs7JlOWxUsrMagz%252Fyr
77,Al Fajr Al Baeed LLC More Info,Dubai,"Al Fajr Al Baeed LLC More Info Location : Near Palm Beach Hotel, Bur Dubai City : Dubai P.O Box : 45960 Phone : 04 39... 04 3937856 Products & Services : Electromechanical Engineers and Consultants",43937856.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/al-fajr-al-baeed-llc-128700?p=U2FsdGVkX1%252B%252B4K1MA4s7r4oslNiOE92WLOpo5sg71Z9cgPOhiqZhWJiV0cTrUQnZ
78,Al Faniah Air Conditioning System Cont LLC More Info,Ajman,"Al Faniah Air Conditioning System Cont LLC More Info Location : Office 2009, Falcon Tower B1, Rashidiya City : Ajman P.O Box : 23657 Phone : 06 74... 06 7483667 Products & Services : Electromechanical Engineers and Consultants , Air Conditioning Engineers Installation And Maintenance",67483667.0,Electromechanical,100.0,HIGH,2,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/al-faniah-air-conditioning-system-cont-llc-116690?p=U2FsdGVkX1%252FlIypVCKhELOxGYe2XPfy2ymCUI1Bv9%252FJ4jz31sVEt%252BIHBeDNQYR5E
79,Al Fina Electromechanical Contg More Info,Dubai,"Al Fina Electromechanical Contg More Info Location : Near Palm Beach Hotel, Khalid Bin Waleed St, Bur Dubai City : Dubai P.O Box : 118382 Phone : 04 39... 04 3936676 Products & Services : Electromechanical Engineers and Consultants",43936676.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-fina-electromechanical-contg-129396?p=U2FsdGVkX1%252Bx0tWApIb8yZ3CXKWS0bJQ1aDEcFIqLD5d5MX9DQhBVU4mhmeZcOcH
80,Neutral Ground Technical Services LLC More Info,Dubai,"Neutral Ground Technical Services LLC More Info Location : Al Muteena, Deira City : Dubai Mobile : 052 3 ... 052 3860547 Products & Services : Electromechanical Contractors , Electrical Contractors , HVAC Contractors , Read More...",523860547.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/neutral-ground-technical-services-llc-193205?p=U2FsdGVkX1%252FtJi%252F85bq%252F%252F3QOM0jCE8u9Af8IjlMqzHV09Glko0CRWnd1CN%252B3aA4y
81,ADG Architectural Design Group More Info,Dubai,"ADG Architectural Design Group More Info Location : DIP - 2 City : Dubai P.O Box : 63943 Phone : 04 32... 04 3240447 Products & Services : Electromechanical Engineers And Consultants , Architectural Consultants , Project Management Consulting , Read More... Brands : ANDREWTEXTILES High Temperature Fabric Filters | BERTI Wooden Floor and Laminate Floor | BONAX Maintenance Products | Read More...",43240447.0,Electromechanical,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/adg-architectural-design-group-150957?p=U2FsdGVkX190umEJvWf9b7jGmPjl2GdcdoJz%252BKI0pjEs%252BZilqK2Q%252BVOzjleXM9Y9
82,OHM Electromechanical Contracting More Info,Abu Dhabi,"OHM Electromechanical Contracting More Info Location : M 02 C-133, Bldg No Me 09, Near Al Manara School, Shabia City : Abu Dhabi P.O Box : 34508 Phone : 02 66... 02 6664551 Mobile : 050 3 ... 050 3363491 Products & Services : MEP Contracting , Contractors Electromechanical , Cable Laying Contractors , Read More...",26664551.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/ohm-electromechanical-contracting-167716?p=U2FsdGVkX1%252FdUBtzBca9K1LXjmx0%252BJtO5hzpgwX7hUI%253D
83,Novartis Facilities Management LLC More Info,Dubai,"Novartis Facilities Management LLC More Info Location : UAE City : Dubai P.O Box : 334327 Phone : 04 39... 04 3918704 Products & Services : MEP Contracting , Painting Contractors , Cleaning And Janitorial Service , Read More...",43918704.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/novartis-facilities-management-llc-128660?p=U2FsdGVkX1%252FiAGJBND%252BHtqZ6q2N6o9slDqpQf5u3UE4%253D
84,Nexus Fueling Technical Services LLC More Info,Dubai,"Nexus Fueling Technical Services LLC More Info City : Dubai Mobile : 058 8 ... 058 8037271 Products & Services : Mep Contracting , HVAC",588037271.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/nexus-fueling-technical-services-llc-200363?p=U2FsdGVkX18CyBd4o8PcR4FNj2QqjUJpOZSMCSAn%252BeI%253D
85,SCADA Systems (Scan Control and Data Communication Systems Establishment) More Info,Abu Dhabi,"SCADA Systems (Scan Control and Data Communication Systems Establishment) More Info Location : M 02, Bldg 5766, Airport Rd City : Abu Dhabi P.O Box : 429 Phone : 02 63... 02 6328600 Products & Services : MEP Contracting , Contractors Electromechanical , Access Control System , Read More... Brands : INTEL Process Control Equipment | 3COM Computer Network Products | BROTHER Computer Accessories | Read More...",26328600.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting?page=3,/scada-systems-scan-control-and-data-communication-systems-establishment-115175?p=U2FsdGVkX18qD47H3NJmVitydXA6EBbb7rsXnfGISSw%253D
86,Power On Building Contracting LLC More Info,Dubai,"Power On Building Contracting LLC More Info Location : 2302, Palace Tower, Silicon Oasis City : Dubai P.O Box : 55602 Phone : 04 38... 04 3809355 Products & Services : MEP Contracting , Contractors Electromechanical , Building Contractors , Read More...",43809355.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting?page=3,/power-on-building-contracting-llc-152256?p=U2FsdGVkX193Hsq1z3vcYCekqKKCtT7A5urCTMy53xY%253D
87,Prime Global Technical Services LLC More Info,Dubai,"Prime Global Technical Services LLC More Info Location : Nasser Lootah Building, Damascus Street, Al Qusais City : Dubai P.O Box : 26683 Phone : 04 23... 04 2345978 Mobile : 056 5 ... 056 5028961 Products & Services : MEP Contracting , MEP Services",42345978.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting?page=3,/prime-global-technical-services-llc-161443?p=U2FsdGVkX1%252FPbpBpOrdUa2u0GjNJ%252Fer5iAmZPUgGygU%253D
88,Al Bedaya Al Naajiha More Info,Dubai,"Al Bedaya Al Naajiha More Info Location : Office Number 1/521, 1st Floor, Plot Number 55, Bin Dasmal Building, Above Al Masaraf Bank, Sheikh Z City : Dubai P.O Box : 500001 Mobile : 052 6 ... 052 6890505 Products & Services : MEP Contracting , Facilities Management",526890505.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting,/al-bedaya-al-naajiha-192644?p=U2FsdGVkX19Gt5UYkUvq8uLPUwqrJ%252FDD%252BcaEbVdHflI%253D
89,180 Degree MEP Electromechanical Contracting LLC More Info,Abu Dhabi,180 Degree MEP Electromechanical Contracting LLC More Info Location : Mussafah M45 City : Abu Dhabi P.O Box : 133245 Phone : 050 7... 050 7081412 Mobile : 050 7 ... 050 7081412 Products & Services : MEP Contracting,507081412.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting,/180-degree-mep-electromechanical-contracting-llc-200561?p=U2FsdGVkX180kWwuuXc2NagEQFaZpKhqVOnUVi27e8w%253D
90,Exact Fit Technical Services LLC More Info,Dubai,"Exact Fit Technical Services LLC More Info Location : 4th Floor, Galadari Business Center, Dubai Production City City : Dubai Mobile : 054 2 ... 054 2762706 , 054 3 054 3346576 Products & Services : MEP Contracting , MEP Contractors , Plastering Contractors , Read More...",542762706.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting,/exact-fit-technical-services-llc-200657?p=U2FsdGVkX1%252Fn8kHztbjZJRTxz%252FDGUFKCTJHY4CEFUfI%253D
91,Buildfy General Contracting LLC OPC More Info,Abu Dhabi,"Buildfy General Contracting LLC OPC More Info Location : Office 4, C47, M10, Mussafah City : Abu Dhabi P.O Box : 133565 Mobile : 052 2 ... 052 2780256 , 056 7 056 7472870 Products & Services : MEP Contracting , MEP Works , MEP Contractors , Read More...",522780256.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting,/buildfy-general-contracting-llc-opc-195316?p=U2FsdGVkX19zNsyX9btdMrkx1N27nfSXHr0ldZUXYNM%253D
92,Prince Paul Building Contracting LLC More Info,Dubai,"Prince Paul Building Contracting LLC More Info Location : Room 412, Midfa Building, Damascus Street, Al Qusais Industrial Area 4 City : Dubai Phone : 04 32... 04 3234231 Mobile : 052 8 ... 052 8226638 , 052 8 052 8061969 Products & Services : MEP Contracting , Steel Construction Contracting , MEP Contractors , Read More...",43234231.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting,/prince-paul-building-contracting-llc-197081?p=U2FsdGVkX1%252Fm5LuYe03kesjL0IHEhj%252BXafdp2uWE88I%253D
93,New Age General Contracting LLC (NET Interiors) More Info,Abu Dhabi,"New Age General Contracting LLC (NET Interiors) More Info Location : MW4, Mussafah City : Abu Dhabi Phone : 02 66... 02 6662360 Mobile : 056 5 ... 056 5481753 Products & Services : MEP Contracting , Contractors Electromechanical , MEP Contractors , Read More...",26662360.0,MEP,100.0,HIGH,3,https://www.yellowpages-uae.com/uae/mep-contracting,/new-age-general-contracting-llc-net-interiors-151785?p=U2FsdGVkX19z0Cnm2a7Tu%252BTn2OWL%252FqQZrX7XqFCSXg8%253D
