rank,record_id,company,location,city,phone,source,profile_url,company_normalized,category,has_phone,has_location,has_profile,lead_score,ml_cluster,priority
41,95,Stars Electro Mechanical Cont Co LLC More Info,"Stars Electro Mechanical Cont Co LLC More Info Location : Mussafah 15 City : Abu Dhabi P.O Box : 25480 Phone : 02 20... 02 2079888 Mobile : 056 5 ... 056 5259665 Products & Services : Electromechanical Contractors , Plumbing Contractors , Contractors Electromechanical , Read More...",Abu Dhabi,22079888.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/stars-electro-mechanical-cont-co-llc-172428?p=U2FsdGVkX198FZ4r088kMeGazEgpyS23j1lND%252BjTdjUidF5IEK8F06e2JLDh3Z9N,STARS ELECTRO MECHANICAL CONT MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
42,98,Sun Shine Technical Works LLC More Info,"Sun Shine Technical Works LLC More Info Location : Office # 206, City Avenue Bldg, Opp to City Center, Deira City : Dubai P.O Box : 93907 Phone : 04 26... 04 2695808 Mobile : 054 4 ... 054 4043189 Products & Services : Electromechanical Contractors",Dubai,42695808.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/sun-shine-technical-works-llc-181369?p=U2FsdGVkX1%252Buu4zmjTMP4C3DOI98wrYOTbxvXmAufAjBzKGKhGmxxF5%252Fk2vX7tu4,SUN SHINE TECHNICAL WORKS MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
43,99,Swift Tech Electromechanical Contracting More Info,"Swift Tech Electromechanical Contracting More Info Location : Office 10, Plot No.8, Mussafah M17 City : Abu Dhabi Phone : 050 9... 050 9623022 Products & Services : Electromechanical Contractors",Abu Dhabi,509623022.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/swift-tech-electromechanical-contracting-191853?p=U2FsdGVkX18nOydsYFQ0V6nnx1%252FlbM6cgFrbf8sU%252FYY%252BwmYK7pDUcDYm63fBXkLg,SWIFT TECH ELECTROMECHANICAL CONTRACTING MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
44,70,Global Petromac Project LLC More Info,"Global Petromac Project LLC More Info Location : Elite Business Zone, Mussafah 44 City : Abu Dhabi P.O Box : 111395 Phone : 02 55... 02 5525002 Mobile : 050 5 ... 050 5163356 Products & Services : Electromechanical Contractors , Electrical Contractors , Construction Company , Read More...",Abu Dhabi,25525002.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/global-petromac-project-llc-196479?p=U2FsdGVkX1%252Ftq17OEU2V4qFUb%252FcnYER2MiMPE4G5HtdxvhoDdwHc%252FJZZPGFpyEDu,GLOBAL PETROMAC PROJECT MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
45,71,Goodwill Buildings Maintenance LLC More Info,"Goodwill Buildings Maintenance LLC More Info Location : Office Number 1140, Mazyed Mall, Mohamed Bin Zayed City City : Abu Dhabi Mobile : 056 8 ... 056 8044072 Products & Services : Electromechanical Contractors , Electromechanical Maintenance , General Maintenances",Abu Dhabi,568044072.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/goodwill-buildings-maintenance-llc-199091?p=U2FsdGVkX1%252FG5ftHA6%252BaxDxEdmlKfcRRvo3QfNtGDEHw5F5uPh6y%252FY%252BId0rYY3mH,GOODWILL BUILDINGS MAINTENANCE MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
46,68,Fast MEP Technical Services More Info,"Fast MEP Technical Services More Info Location : Office 1, Tanvi Business Centre, Deira City : Dubai P.O Box : 237517 Phone : 055 1... 055 1184202 Mobile : 050 4 ... 050 4703202 Products & Services : Electromechanical Contractors , HVAC Contractors , MEP Contractors , Read More...",Dubai,551184202.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=2,/fast-mep-technical-services-182046?p=U2FsdGVkX1%252BsXY80rvmlITR6FAFSfNEBplnUIhbcflsLq7VPiOEmJsG9KUk10Rbt,FAST MEP TECHNICAL SERVICES MORE INFO,MEP,1,1,1,100.0,3,HIGH
47,69,Ghumman Electromechanical Equipment Installation LLC More Info,"Ghumman Electromechanical Equipment Installation LLC More Info Location : DIP 1 City : Jebel Ali P.O Box : 294594 Phone : 04 88... 04 8847447 Products & Services : Electromechanical Contractors , Contractors Electromechanical , Air Conditioning Engineers Installation And Maintenance , Read More...",,48847447.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/ghumman-electromechanical-equipment-installation-llc-146333?p=U2FsdGVkX1%252F1SCCR5bUGzxv7reLQSkaVN4yik%252B3LO7Vudj1mPDSNn4udMavHq6Bx,GHUMMAN ELECTROMECHANICAL EQUIPMENT INSTALLATION MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
48,75,Infinite Keys Electromechanical Contracting More Info,"Infinite Keys Electromechanical Contracting More Info Location : Office No.F12, Plot 10, Musaffah-03 City : Abu Dhabi P.O Box : 112576 Phone : 056 5... 056 5645213 Mobile : 056 5 ... 056 5645213 , 052 2 052 2113602 Products & Services : Electromechanical Contractors , Electromechanical AMC , Electromechanical Maintenance",Abu Dhabi,565645213.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/infinite-keys-electromechanical-contracting-201464?p=U2FsdGVkX196voqvZ4D4h3LuJMH3cN5zZbQeUTq32B2wWFdOxmK%252BsAgvO%252FKk17%252FN,INFINITE KEYS ELECTROMECHANICAL CONTRACTING MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
49,72,IG Electromech Technical Services LLC More Info,"IG Electromech Technical Services LLC More Info City : Dubai Mobile : 055 2 ... 055 2341649 , 052 5 052 5183123 Products & Services : Electromechanical Contractors , Electrical Maintenance , Electrical Installation , Read More...",Dubai,552341649.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/ig-electromech-technical-services-llc-198464?p=U2FsdGVkX182a2MLCVZHSJMVYuyeyKPthqlaar7PYwpX3dTEpcc5JANb%252BrvyyClF,IG ELECTROMECH TECHNICAL SERVICES MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
50,77,International Electro-Mech Services Company LLC More Info,"International Electro-Mech Services Company LLC More Info Location : Office# 407, R338 Oud Metha Offices, Next to CITI Bank, Opposite Raffles Hotel, Dubai Healthcare Cit City : Dubai P.O Box : 3223 Phone : 04 33... 04 3344003 Products & Services : Electromechanical Contractors , Contractors Electromechanical",Dubai,43344003.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/international-electro-mech-services-company-llc-126936?p=U2FsdGVkX1%252B4NuaR631%252F6%252FGm7iynTR%252BmQbHeyDvgU63Gsj6EzzmPlgzvS8BZhuKb,INTERNATIONAL ELECTRO MECH SERVICES MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
51,78,JST Electromechanical LLC More Info,"JST Electromechanical LLC More Info City : Dubai P.O Box : 172883 Phone : 04 32... 04 3204772 Mobile : 050 6 ... 050 6407971 Products & Services : Electromechanical Contractors , Air Conditioning Equipment and Systems",Dubai,43204772.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/jst-electromechanical-llc-141340?p=U2FsdGVkX1%252FYZZXLLCyij1EZhfUW2ODq0UqgOQYiuzsBEze4iXTH5AI9djcFIJo2,JST ELECTROMECHANICAL MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
52,80,Multiline Design and Contracting LLC More Info,"Multiline Design and Contracting LLC More Info Location : Opp Al Reyami W/House, Al Quoz Indl Area 4 City : Dubai P.O Box : 26581 Mobile : 056 4 ... 056 4648091 , 050 6 050 6599768 Products & Services : Electromechanical Contractors , Electromechanical Engineers And Consultants , Contractors Turnkey Projects , Read More...",Dubai,564648091.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/multiline-design-and-contracting-llc-130906?p=U2FsdGVkX19Z07d2WXeGoa9S2npYGUEmi5ANloUxjrACx1SVrIMEn8aduRjhoNUs,MULTILINE DESIGN AND CONTRACTING MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
53,79,Keletron Electromechanical Works LLC More Info,"Keletron Electromechanical Works LLC More Info Location : Warehouse 4, 26th Street, Al Quoz Industrial Area 4 City : Dubai P.O Box : 63245 Phone : 04 33... 04 3332185 Mobile : 052 2 ... 052 2473124 Products & Services : Electromechanical Contractors , Electrical Contractors , MEP Contractors , Read More...",Dubai,43332185.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/keletron-electromechanical-works-llc-185533?p=U2FsdGVkX19j475GmCK1EozO8kuZHVQNJWKklUER63Wi3SZf3dJnBGWc9vu3iq2o,KELETRON ELECTROMECHANICAL WORKS MORE INFO,MEP,1,1,1,100.0,3,HIGH
54,82,Najmat Al Ras Electro Mechanical Works LLC More Info,"Najmat Al Ras Electro Mechanical Works LLC More Info Location : 205, PTC Bldg, Damascus St, Al Qusais City : Dubai P.O Box : 113650 Phone : 04 25... 04 2511708 Mobile : 055 5 ... 055 5564892 Products & Services : Electromechanical Contractors , Contractors Electromechanical , Plumbing and Electrical Contractors , Read More...",Dubai,42511708.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/najmat-al-ras-electro-mechanical-works-llc-163163?p=U2FsdGVkX1%252FS8z1Zu%252F%252Fedws7vY2uGTooOF5dOenYHCa0Gw%252FhPxQkwSxpKm66sW7r,NAJMAT AL RAS ELECTRO MECHANICAL WORKS MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
55,81,Multilines Electro Mechanical LLC More Info,"Multilines Electro Mechanical LLC More Info Location : Suite 602, Al Attar Towers, Sheikh Zayed Road City : Dubai P.O Box : 111362 Phone : 04 34... 04 3434498 Mobile : 055 2 ... 055 2171395 Products & Services : Electromechanical Contractors",Dubai,43434498.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/multilines-electro-mechanical-llc-189821?p=U2FsdGVkX1%252FiSvAejIkrUxOjAiluaxeLiXZPYsMQY7%252FdagaaQADjfJ8zHdsBUHi4,MULTILINES ELECTRO MECHANICAL MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
56,117,Al Injazat Technical Services More Info,"Al Injazat Technical Services More Info Location : 2nd Floor, Natl Bank of Abu Dhabi Bldg, Corniche Rd City : Abu Dhabi P.O Box : 42895 Phone : 02 62... 02 6226030 Products & Services : Electromechanical Engineers and Consultants",Abu Dhabi,26226030.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-injazat-technical-services-121697?p=U2FsdGVkX1%252Bn06xQ1TfuU9Hx%252FP8A3XlDDLXVkIP3sK%252B8e3qPYJA%252FGJjBLHbT371i,AL INJAZAT TECHNICAL SERVICES MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
57,126,Al Tarheeb Electromechanical More Info,Al Tarheeb Electromechanical More Info Location : Opp Egypt Air City : Ras Al Khaimah P.O Box : 4499 Phone : 07 23... 07 2334567 Products & Services : Electromechanical Engineers and Consultants,Ras Al Khaimah,72334567.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-tarheeb-electromechanical-139159?p=U2FsdGVkX1%252BGXqu9BaMhvT2SkEWH20AaHjk8ffCNeyH5bH6aIkN25dy5PBhSc%252BzB,AL TARHEEB ELECTROMECHANICAL MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
58,125,Al Tamimi General Maint and Electrical Works LLC More Info,"Al Tamimi General Maint and Electrical Works LLC More Info Location : 313, Mozna Bldg, Al Ghusais Indl Area City : Dubai P.O Box : 3577 Phone : 04 26... 04 2617520 Products & Services : Electromechanical Engineers and Consultants",Dubai,42617520.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-tamimi-general-maint-and-electrical-works-llc-117439?p=U2FsdGVkX1%252Fle9ZGfhSP7aNSa%252BASBfpjjtz7JkdBgsLA1yWSLBRcpLXTEtE%252FIJ6K,AL TAMIMI GENERAL MAINT AND ELECTRICAL WORKS MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
59,124,Al Sana Electromechanical Works LLC More Info,"Al Sana Electromechanical Works LLC More Info Location : Warehouse # 1, Near Galadari Motor Driving School, Al Qusais Industrial Area 4 City : Dubai P.O Box : 83237 Phone : 04 25... 04 2545811 Products & Services : Electromechanical Engineers and Consultants",Dubai,42545811.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-sana-electromechanical-works-llc-162219?p=U2FsdGVkX19ObArTcKlLVDBe6t57N2WeVYKJd4HEDbXBn8hJ2jDKiWEtJu9x%252B9Gn,AL SANA ELECTROMECHANICAL WORKS MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
60,123,Al Norraine Tech Services LLC More Info,Al Norraine Tech Services LLC More Info Location : Al Quoz Indl Area 4 City : Dubai P.O Box : 66352 Phone : 04 34... 04 3476156 Products & Services : Electromechanical Engineers and Consultants,Dubai,43476156.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-norraine-tech-services-llc-135451?p=U2FsdGVkX1%252BfWulI3bJfO93zjmMqnWx2Pb56Ed4gkIiGunPRRXXv77OtWktOoqj1,AL NORRAINE TECH SERVICES MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
61,120,Al Manhad Electro Mechanical More Info,Al Manhad Electro Mechanical More Info Location : Ras Al Khor Industrial Area 2 City : Dubai P.O Box : 84612 Phone : 04 32... 04 3201104 Mobile : 050 4 ... 050 4969730 Products & Services : Electromechanical Engineers and Consultants,Dubai,43201104.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-manhad-electro-mechanical-146660?p=U2FsdGVkX1%252BnkD%252Br7zj3cKfxj%252BNyindnaI8VNf%252BszemzNbyfPPMiiZ6QTNbd38zl,AL MANHAD ELECTRO MECHANICAL MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
62,119,Al Mahasin Electric Contracting Company LLC More Info,"Al Mahasin Electric Contracting Company LLC More Info Location : 101, Yasmeen Bldg 4, Opp Sharjah Cricket Stadium, Indl Area City : Sharjah P.O Box : 40280 Phone : 06 53... 06 5359662 Mobile : 050 6 ... 050 6336295 Products & Services : Electromechanical Engineers and Consultants , Contractors Electromechanical , Electrical Contractors and Electricians , Read More...",Sharjah,65359662.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-mahasin-electric-contracting-company-llc-122467?p=U2FsdGVkX1%252Fa8wTQ1h4mC4bq7Z36L1pqI1eJ4JTmPxTu%252Bu5ZCxQkejqxLuP%252F3DhT,AL MAHASIN ELECTRIC CONTRACTING MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
63,105,Abdul Rahim Architectural Consultants More Info,"Abdul Rahim Architectural Consultants More Info Location : 607, Latifa Towers, Near World Trade Centre, Sheikh Zayed Rd City : Dubai P.O Box : 13424 Phone : 04 22... 04 2235455 Products & Services : Electromechanical Engineers and Consultants , Architectural Consultants , Electrical Engineers , Read More...",Dubai,42235455.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/abdul-rahim-architectural-consultants-112736?p=U2FsdGVkX1%252Bsg7agKJIvQFyVLPJn%252FgOa2hIK6hdgvdRY%252B0%252BJkyCkLfMYFCvvMUY7,ABDUL RAHIM ARCHITECTURAL CONSULTANTS MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
64,101,Trinity Mech Services LLC More Info,"Trinity Mech Services LLC More Info Location : Near Grand City Mall, Al Quoz City : Dubai P.O Box : 8807 Phone : 04 34... 04 3466644 Products & Services : Electromechanical Contractors , Machine Shops",Dubai,43466644.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/trinity-mech-services-llc-129231?p=U2FsdGVkX1%252B3uHHDkFuqmKaIhPkUcfvzCGGeUNXmeO82BqBZhGpgMI9P6LuJo7U9,TRINITY MECH SERVICES MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
65,104,A Al Hamadi Electromechanical Works LLC More Info,"A Al Hamadi Electromechanical Works LLC More Info Location : #4 Warehouse ,Al Quoz Ind. Area City : Dubai P.O Box : 23199 Phone : 04 33... 04 3394742 Products & Services : Electromechanical Engineers and Consultants",Dubai,43394742.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/a-al-hamadi-electromechanical-works-llc-158887?p=U2FsdGVkX1%252FUmYTdDqD7zeLuTQ3Kc0Fqi5lLS5diX1JHHuC0c8833c4dO4O6id9s,A AL HAMADI ELECTROMECHANICAL WORKS MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
66,103,Uptown Technical Services LLC More Info,"Uptown Technical Services LLC More Info Location : Office 404, Happy Textile Building, Al Dhafra Dental Clinic, Hamdan Street City : Abu Dhabi P.O Box : 112808 Phone : 02 63... 02 6394336 Mobile : 056 6 ... 056 6777552 Products & Services : Electromechanical Contractors , Contractors Turnkey Projects , MEP Contractors , Read More...",Abu Dhabi,26394336.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/uptown-technical-services-llc-178682?p=U2FsdGVkX1%252Be04%252BtS77IwW4TFxf%252FGERV6Xftpao8oNjECwLZhaq9a7451qvdEa48,UPTOWN TECHNICAL SERVICES MORE INFO,MEP,1,1,1,100.0,3,HIGH
67,102,Unique Style General Transport & Contracting More Info,"Unique Style General Transport & Contracting More Info Location : 6, First Floor, Times Coffee Shop Bldg, Near Jumbo Plastic, Mussafah-43, Sanaya City : Abu Dhabi P.O Box : 30586 Phone : 02 55... 02 5593514 Mobile : 055 3 ... 055 3882921 Products & Services : Electromechanical Contractors , Painters and Painting Contractors , Electrical Contractors , Read More...",Abu Dhabi,25593514.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/unique-style-general-transport-contracting-153765?p=U2FsdGVkX189%252B4mTJN8WvZGgnpI5euyfuueiUfEmJ%252Bd5fuZ5MeJ%252FiZyNkmqaXlve,UNIQUE STYLE GENERAL TRANSPORT CONTRACTING MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
68,131,Arkan Engineering Services LLC More Info,"Arkan Engineering Services LLC More Info Location : 1110, Metropolis Tower, Business Bay City : Dubai P.O Box : 97200 Phone : 04 44... 04 4416453 Mobile : 054 4 ... 054 4440889 Products & Services : Electromechanical Engineers and Consultants , Fitout Contractors , Air Conditioning Contractors , Read More...",Dubai,44416453.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/arkan-engineering-services-llc-170883?p=U2FsdGVkX18nQGymiSnM6RI7jpGQGGUY4nPZGtjQWkL73UnhsXv4eSie%252FIrxqGGF,ARKAN ENGINEERING SERVICES MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
69,100,Trans Works Electromechanical Contracting LLC More Info,Trans Works Electromechanical Contracting LLC More Info City : Ajman P.O Box : 12745 Phone : 06 74... 06 7415707 Mobile : 052 9 ... 052 9736999 Products & Services : Electromechanical Contractors,Ajman,67415707.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/trans-works-electromechanical-contracting-llc-191527?p=U2FsdGVkX1%252Bef4IIJ%252B%252Bun41aACgwJ0TgdjY4uNoGdrCy7ljTiuoqB1%252B3MctPP2p%252B,TRANS WORKS ELECTROMECHANICAL CONTRACTING MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
70,128,Alkaline Electromechanical LLC More Info,"Alkaline Electromechanical LLC More Info Location : C 155, Al Saman Bldg, Hamdan St City : Abu Dhabi P.O Box : 109872 Phone : 02 62... 02 6229280 Products & Services : Electromechanical Engineers And Consultants , Electromechanical Engineers , Electrical-Plumbing And Sanitary Ware Repairs And Services",Abu Dhabi,26229280.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/alkaline-electromechanical-llc-142963?p=U2FsdGVkX1%252B82QbKgQxUHJXkzwanjHcyHGQFLEmeThHviDfG1hD1tlrALdvCfLzB,ALKALINE ELECTROMECHANICAL MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
71,127,Al Yarmook General Trading Elect Establishment More Info,"Al Yarmook General Trading Elect Establishment More Info Location : Opposite Rainbow Studio, Sh Khalid Road City : Khorfakkan P.O Box : 10259 Phone : 09 23... 09 2383855 Products & Services : Electromechanical Engineers and Consultants",,92383855.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-yarmook-general-trading-elect-establishment-13642?p=U2FsdGVkX1%252FzCHUG7vw2PtkZ1qZgtk8TKKJqjyGzL6nf1rSEk7L3OXJo5LQwu0Ab,AL YARMOOK GENERAL TRADING ELECT ESTABLISHMENT MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
72,116,Al Husam Electrical Control System More Info,"Al Husam Electrical Control System More Info Location : Behind Baby Shop, Indl Area 4 City : Sharjah P.O Box : 28387 Phone : 06 53... 06 5330023 Products & Services : Electromechanical Engineers and Consultants , Electrical Traders , Electrical Switchgear , Read More...",Sharjah,65330023.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-husam-electrical-control-system-140963?p=U2FsdGVkX18sYpphBAMhZ1cJQBFuOKthK0O6rygaTrboP8qSGUyfSaGvOllEpxrW,AL HUSAM ELECTRICAL CONTROL SYSTEM MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
73,118,Al Jadeed Engineering and Contracting Company LLC More Info,"Al Jadeed Engineering and Contracting Company LLC More Info Location : UNB Bldg, Airport Rd City : Abu Dhabi P.O Box : 32288 Phone : 02 64... 02 6420011 Products & Services : Electromechanical Engineers and Consultants , Contractors Electromechanical , Electrical Contractors and Electricians , Read More...",Abu Dhabi,26420011.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-jadeed-engineering-and-contracting-company-llc-138788?p=U2FsdGVkX19hn6oM4JZexEJ4CDH%252BRhE%252FjRJ3leqqJ5rmSC47vkCcnbglTX76y9ZR,AL JADEED ENGINEERING AND CONTRACTING MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
74,109,Advanced Electro-Technical Services More Info,Advanced Electro-Technical Services More Info Location : Sh Zayed 1st St City : Abu Dhabi P.O Box : 52270 Phone : 02 63... 02 6326807 Products & Services : Electromechanical Engineers and Consultants,Abu Dhabi,26326807.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/advanced-electro-technical-services-118827?p=U2FsdGVkX1%252Fb0W48Ks5RWUmZ8T7z9rW6OazCw%252B1vk4ur3aE6ehFYWXbYvaweG9vr,ADVANCED ELECTRO TECHNICAL SERVICES MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
75,110,Adym Mechanical and A/C Works More Info,"Adym Mechanical and A/C Works More Info Location : 9, Al Nadeem Complex, Indl Area 1, Al Qusais City : Dubai P.O Box : 51902 Phone : 04 26... 04 2672006 Products & Services : Electromechanical Engineers and Consultants",Dubai,42672006.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/adym-mechanical-and-a-c-works-119568?p=U2FsdGVkX1%252FC2IM6cktNFJLUsI0kh4L5uNZ3GuBh7%252FRVjlLzVMCyQy%252BqJiv%252BZS66,ADYM MECHANICAL AND A C WORKS MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
76,111,Al Arabia Electro Mechanical LLC More Info,"Al Arabia Electro Mechanical LLC More Info Location : 58 Marakech St, Umm Ramool City : Dubai P.O Box : 60204 Phone : 04 28... 04 2851145 Products & Services : Electromechanical Engineers and Consultants Brands : MOLLER Electro Mechanical Equipment | GENERALELECTRIC Water Treatment Systems | RETUBEPEXPIPE ABS Pipes and Fittings | Read More...",Dubai,42851145.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/al-arabia-electro-mechanical-llc-169678?p=U2FsdGVkX18rxBxtDWCv%252Bqvorc6Tn5WJ%252BmFMT9lsKLHYjCfs7JlOWxUsrMagz%252Fyr,AL ARABIA ELECTRO MECHANICAL MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
77,113,Al Fajr Al Baeed LLC More Info,"Al Fajr Al Baeed LLC More Info Location : Near Palm Beach Hotel, Bur Dubai City : Dubai P.O Box : 45960 Phone : 04 39... 04 3937856 Products & Services : Electromechanical Engineers and Consultants",Dubai,43937856.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/al-fajr-al-baeed-llc-128700?p=U2FsdGVkX1%252B%252B4K1MA4s7r4oslNiOE92WLOpo5sg71Z9cgPOhiqZhWJiV0cTrUQnZ,AL FAJR AL BAEED MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
78,114,Al Faniah Air Conditioning System Cont LLC More Info,"Al Faniah Air Conditioning System Cont LLC More Info Location : Office 2009, Falcon Tower B1, Rashidiya City : Ajman P.O Box : 23657 Phone : 06 74... 06 7483667 Products & Services : Electromechanical Engineers and Consultants , Air Conditioning Engineers Installation And Maintenance",Ajman,67483667.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/al-faniah-air-conditioning-system-cont-llc-116690?p=U2FsdGVkX1%252FlIypVCKhELOxGYe2XPfy2ymCUI1Bv9%252FJ4jz31sVEt%252BIHBeDNQYR5E,AL FANIAH AIR CONDITIONING SYSTEM CONT MORE INFO,Electromechanical,1,1,1,100.0,2,HIGH
79,115,Al Fina Electromechanical Contg More Info,"Al Fina Electromechanical Contg More Info Location : Near Palm Beach Hotel, Khalid Bin Waleed St, Bur Dubai City : Dubai P.O Box : 118382 Phone : 04 39... 04 3936676 Products & Services : Electromechanical Engineers and Consultants",Dubai,43936676.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=5,/al-fina-electromechanical-contg-129396?p=U2FsdGVkX1%252Bx0tWApIb8yZ3CXKWS0bJQ1aDEcFIqLD5d5MX9DQhBVU4mhmeZcOcH,AL FINA ELECTROMECHANICAL CONTG MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
80,85,Neutral Ground Technical Services LLC More Info,"Neutral Ground Technical Services LLC More Info Location : Al Muteena, Deira City : Dubai Mobile : 052 3 ... 052 3860547 Products & Services : Electromechanical Contractors , Electrical Contractors , HVAC Contractors , Read More...",Dubai,523860547.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=3,/neutral-ground-technical-services-llc-193205?p=U2FsdGVkX1%252FtJi%252F85bq%252F%252F3QOM0jCE8u9Af8IjlMqzHV09Glko0CRWnd1CN%252B3aA4y,NEUTRAL GROUND TECHNICAL SERVICES MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
81,108,ADG Architectural Design Group More Info,"ADG Architectural Design Group More Info Location : DIP - 2 City : Dubai P.O Box : 63943 Phone : 04 32... 04 3240447 Products & Services : Electromechanical Engineers And Consultants , Architectural Consultants , Project Management Consulting , Read More... Brands : ANDREWTEXTILES High Temperature Fabric Filters | BERTI Wooden Floor and Laminate Floor | BONAX Maintenance Products | Read More...",Dubai,43240447.0,https://www.yellowpages-uae.com/uae/electromechanical-contractors?page=4,/adg-architectural-design-group-150957?p=U2FsdGVkX190umEJvWf9b7jGmPjl2GdcdoJz%252BKI0pjEs%252BZilqK2Q%252BVOzjleXM9Y9,ADG ARCHITECTURAL DESIGN GROUP MORE INFO,Electromechanical,1,1,1,100.0,3,HIGH
82,189,OHM Electromechanical Contracting More Info,"OHM Electromechanical Contracting More Info Location : M 02 C-133, Bldg No Me 09, Near Al Manara School, Shabia City : Abu Dhabi P.O Box : 34508 Phone : 02 66... 02 6664551 Mobile : 050 3 ... 050 3363491 Products & Services : MEP Contracting , Contractors Electromechanical , Cable Laying Contractors , Read More...",Abu Dhabi,26664551.0,https://www.yellowpages-uae.com/uae/mep-contracting?page=2,/ohm-electromechanical-contracting-167716?p=U2FsdGVkX1%252FdUBtzBca9K1LXjmx0%252BJtO5hzpgwX7hUI%253D,OHM ELECTROMECHANICAL CONTRACTING MORE INFO,MEP,1,1,1,100.0,3,HIGH
